Sub 0 RXTX 0/0,Sub 0 RXTX 1/0,Sub 0 RXTX 2/0,Sub 1 RXTX 0/0,Sub 1 RXTX 1/0,Sub 1 RXTX 2/0,Sub 2 RXTX 0/0,Sub 2 RXTX 1/0,Sub 2 RXTX 2/0,Sub 3 RXTX 0/0,Sub 3 RXTX 1/0,Sub 3 RXTX 2/0,Sub 4 RXTX 0/0,Sub 4 RXTX 1/0,Sub 4 RXTX 2/0,Sub 5 RXTX 0/0,Sub 5 RXTX 1/0,Sub 5 RXTX 2/0,Sub 6 RXTX 0/0,Sub 6 RXTX 1/0,Sub 6 RXTX 2/0,Sub 7 RXTX 0/0,Sub 7 RXTX 1/0,Sub 7 RXTX 2/0,Sub 8 RXTX 0/0,Sub 8 RXTX 1/0,Sub 8 RXTX 2/0,Sub 9 RXTX 0/0,Sub 9 RXTX 1/0,Sub 9 RXTX 2/0,Sub 10 RXTX 0/0,Sub 10 RXTX 1/0,Sub 10 RXTX 2/0,Sub 11 RXTX 0/0,Sub 11 RXTX 1/0,Sub 11 RXTX 2/0,Sub 12 RXTX 0/0,Sub 12 RXTX 1/0,Sub 12 RXTX 2/0,Sub 13 RXTX 0/0,Sub 13 RXTX 1/0,Sub 13 RXTX 2/0,Sub 14 RXTX 0/0,Sub 14 RXTX 1/0,Sub 14 RXTX 2/0,Sub 15 RXTX 0/0,Sub 15 RXTX 1/0,Sub 15 RXTX 2/0,Sub 16 RXTX 0/0,Sub 16 RXTX 1/0,Sub 16 RXTX 2/0,Sub 17 RXTX 0/0,Sub 17 RXTX 1/0,Sub 17 RXTX 2/0,Sub 18 RXTX 0/0,Sub 18 RXTX 1/0,Sub 18 RXTX 2/0,Sub 19 RXTX 0/0,Sub 19 RXTX 1/0,Sub 19 RXTX 2/0,Sub 20 RXTX 0/0,Sub 20 RXTX 1/0,Sub 20 RXTX 2/0,Sub 21 RXTX 0/0,Sub 21 RXTX 1/0,Sub 21 RXTX 2/0,Sub 22 RXTX 0/0,Sub 22 RXTX 1/0,Sub 22 RXTX 2/0,Sub 23 RXTX 0/0,Sub 23 RXTX 1/0,Sub 23 RXTX 2/0,Sub 24 RXTX 0/0,Sub 24 RXTX 1/0,Sub 24 RXTX 2/0,Sub 25 RXTX 0/0,Sub 25 RXTX 1/0,Sub 25 RXTX 2/0,Sub 26 RXTX 0/0,Sub 26 RXTX 1/0,Sub 26 RXTX 2/0,Sub 27 RXTX 0/0,Sub 27 RXTX 1/0,Sub 27 RXTX 2/0,Sub 28 RXTX 0/0,Sub 28 RXTX 1/0,Sub 28 RXTX 2/0,Sub 29 RXTX 0/0,Sub 29 RXTX 1/0,Sub 29 RXTX 2/0
15.563025007672874,24.857214264815802,21.13943352306837,12.30448921378274,28.603380065709935,23.979400086720375,6.989700043360188,29.547247909790627,25.289167002776548,13.979400086720377,29.12753303671323,24.424797690644485,19.294189257142925,29.661417327390325,25.010592622177516,22.55272505103306,29.12753303671323,23.873898263387293,23.654879848908998,28.280150642239768,22.55272505103306,23.891660843645326,27.61927838420529,20.863598306747484,23.521825181113627,26.020599913279625,19.294189257142925,22.14843848047698,24.653828514484182,17.853298350107668,22.04119982655925,23.521825181113627,17.16003343634799,22.30448921378274,22.55272505103306,15.68201724066995,23.820170425748685,22.944662261615928,14.62397997898956,24.377505628203878,22.671717284030137,15.051499783199061,23.891660843645326,23.521825181113627,16.020599913279625,22.30448921378274,23.979400086720375,16.989700043360187,19.912260756924947,25.31478917042255,17.634279935629372,17.24275869600789,26.532125137753436,17.853298350107668,16.020599913279625,26.82145076373832,17.16003343634799,14.62397997898956,26.55138434811382,13.979400086720377,16.532125137753436,26.989700043360187,16.127838567197355,19.294189257142925,27.634279935629372,18.129133566428553,20.969100130080562,28.836614351536177,20.170333392987803,24.232458739368077,30.433622780211294,20.827853703164504,24.082399653118497,30.402066275747114,18.633228601204557,24.14973347970818,29.449759084120476,17.853298350107668,23.26335860928751,28.041394323353504,18.692317197309762,23.654879848908998,26.857417386022636,18.633228601204557,22.55272505103306,25.622928644564745,17.24275869600789,19.294189257142925,21.613680022349747,15.68201724066995
13.010299956639813,24.099331233312945,20.043213737826427,11.139433523068368,27.24275869600789,22.671717284030137,3.0102999566398125,27.867514221455608,23.443922736851107,12.30448921378274,27.38780558484369,22.55272505103306,18.129133566428553,27.664128471123995,22.55272505103306,21.613680022349747,27.664128471123995,21.958996524092335,22.55272505103306,27.331972651065698,20.969100130080562,22.87801729930226,26.283889300503116,19.54242509439325,22.278867046136735,25.4282542695918,19.138138523837167,21.958996524092335,24.14973347970818,18.325089127062363,21.613680022349747,23.59835482339888,16.532125137753436,23.180633349627616,23.384564936046047,16.127838567197355,24.377505628203878,23.010299956639813,16.020599913279625,24.84299839346786,23.384564936046047,15.563025007672874,24.84299839346786,23.69215857410143,16.020599913279625,22.55272505103306,24.082399653118497,17.16003343634799,19.54242509439325,24.345689040341988,16.989700043360187,16.989700043360187,25.289167002776548,17.16003343634799,13.979400086720377,25.118833609788744,14.62397997898956,13.010299956639813,24.712917110589387,12.041199826559248,15.68201724066995,25.31478917042255,15.314789170422552,18.633228601204557,25.899496013257078,16.127838567197355,20.253058652647702,27.331972651065698,17.853298350107668,22.671717284030137,29.138138523837167,18.573324964312683,23.521825181113627,29.405164849325672,17.853298350107668,23.521825181113627,29.036325160842374,17.634279935629372,23.673559210260187,28.432327780980096,17.634279935629372,23.979400086720375,27.958800173440753,18.633228601204557,23.05351369446624,25.95496221825574,18.129133566428553,20.0,22.576785748691847,16.020599913279625
13.979400086720377,24.653828514484182,20.681858617461618,12.30448921378274,28.06179973983887,23.673559210260187,6.989700043360188,29.185545305502735,24.60897842756548,13.979400086720377,28.692317197309762,24.16640507338281,19.294189257142925,28.992731873176037,24.232458739368077,22.55272505103306,28.94869656745253,23.521825181113627,23.117538610557542,28.2020145948564,22.671717284030137,23.654879848908998,26.989700043360187,21.13943352306837,22.50420002308894,25.31478917042255,18.692317197309762,21.613680022349747,24.424797690644485,18.325089127062363,21.64352855784437,22.50420002308894,15.68201724066995,22.09515014542631,22.671717284030137,15.051499783199061,23.180633349627616,22.14843848047698,14.62397997898956,23.117538610557542,21.73186268412274,15.563025007672874,23.443922736851107,23.010299956639813,16.532125137753436,21.84691430817599,23.69215857410143,16.127838567197355,20.0,25.118833609788744,16.532125137753436,17.16003343634799,26.283889300503116,16.989700043360187,14.62397997898956,26.127838567197355,15.68201724066995,14.62397997898956,25.622928644564745,13.979400086720377,16.532125137753436,26.127838567197355,15.68201724066995,19.084850188786497,27.16003343634799,17.24275869600789,21.367205671564065,28.692317197309762,19.49390006644913,23.521825181113627,30.187004986662433,19.912260756924947,23.838153659804313,29.647309210536292,18.129133566428553,24.29752280002408,28.90979596989689,16.989700043360187,22.85557309007774,27.435097647284298,16.989700043360187,22.87801729930226,26.45422269349092,17.634279935629372,21.84691430817599,25.105450102066122,16.532125137753436,18.129133566428553,20.827853703164504,13.979400086720377
14.14973347970818,24.955443375464483,20.969100130080562,12.30448921378274,28.597385661971472,24.14973347970818,9.030899869919436,29.49390006644913,25.514499979728754,13.979400086720377,29.464522650130732,24.712917110589387,19.294189257142925,29.49390006644913,25.289167002776548,22.85557309007774,29.449759084120476,23.979400086720375,23.891660843645326,28.573324964312686,22.55272505103306,24.14973347970818,27.520484478194387,20.863598306747484,23.05351369446624,26.020599913279625,19.54242509439325,21.73186268412274,24.487063199050798,18.692317197309762,22.04119982655925,23.521825181113627,17.16003343634799,22.278867046136735,22.85557309007774,15.68201724066995,24.232458739368077,23.010299956639813,16.020599913279625,24.487063199050798,23.117538610557542,15.051499783199061,24.16640507338281,23.673559210260187,16.532125137753436,22.55272505103306,24.29752280002408,17.24275869600789,20.0,25.289167002776548,16.989700043360187,17.634279935629372,26.483600109809316,17.634279935629372,15.68201724066995,26.6838591669,16.989700043360187,15.051499783199061,26.45422269349092,14.62397997898956,16.989700043360187,26.857417386022636,16.532125137753436,19.030899869919434,27.38780558484369,17.853298350107668,22.09515014542631,29.030899869919438,20.253058652647702,23.891660843645326,30.38620161949703,20.374264979406238,24.16640507338281,30.170333392987803,19.084850188786497,24.345689040341988,29.375178920173468,17.634279935629372,23.69215857410143,28.129133566428557,18.129133566428553,22.944662261615928,27.16003343634799,17.853298350107668,22.30448921378274,25.563025007672874,17.853298350107668,19.294189257142925,22.04119982655925,13.979400086720377
14.62397997898956,25.010592622177516,21.13943352306837,12.30448921378274,28.115750058705935,23.979400086720375,6.989700043360188,30.0,25.477747053878225,13.979400086720377,29.309490311675233,24.424797690644485,20.253058652647702,29.938769149412114,25.118833609788744,23.117538610557542,29.268567089496923,24.29752280002408,24.14973347970818,28.58537197569639,22.576785748691847,24.099331233312945,27.09269960975831,20.681858617461618,23.010299956639813,26.127838567197355,19.54242509439325,22.04119982655925,24.487063199050798,18.06179973983887,22.30448921378274,24.14973347970818,17.24275869600789,22.576785748691847,22.380461031287954,15.314789170422552,24.232458739368077,23.117538610557542,16.127838567197355,24.62397997898956,23.443922736851107,16.020599913279625,24.232458739368077,23.180633349627616,16.901960800285135,23.010299956639813,24.653828514484182,16.989700043360187,20.681858617461618,25.158738437116792,17.634279935629372,17.24275869600789,26.532125137753436,17.16003343634799,16.020599913279625,26.78518379040114,16.127838567197355,13.979400086720377,26.273658565927324,14.14973347970818,16.901960800285135,27.363965022766426,16.020599913279625,19.86771734266245,27.671558660821805,17.853298350107668,22.30448921378274,29.185545305502735,19.912260756924947,23.873898263387293,30.433622780211294,20.5307844348342,24.232458739368077,30.090257420869104,19.030899869919434,24.232458739368077,28.898617212581886,17.24275869600789,24.232458739368077,28.727388274726685,19.138138523837167,23.443922736851107,26.989700043360187,18.06179973983887,23.010299956639813,25.899496013257078,18.129133566428553,19.294189257142925,21.73186268412274,15.563025007672874
13.979400086720377,24.857214264815802,21.072099696478684,9.542425094393248,27.97959643737196,23.521825181113627,3.0102999566398125,28.692317197309762,24.232458739368077,12.30448921378274,27.97959643737196,23.180633349627616,18.692317197309762,28.280150642239768,23.673559210260187,22.09515014542631,28.06179973983887,22.278867046136735,23.010299956639813,27.671558660821805,21.702617153949575,23.443922736851107,26.857417386022636,20.043213737826427,23.05351369446624,26.283889300503116,19.86771734266245,22.04119982655925,24.712917110589387,18.692317197309762,22.944662261615928,24.424797690644485,18.325089127062363,23.654879848908998,24.14973347970818,17.24275869600789,25.010592622177516,23.979400086720375,16.989700043360187,26.020599913279625,24.593924877592308,18.129133566428553,25.276299008713387,24.16640507338281,17.24275869600789,22.87801729930226,24.62397997898956,18.129133566428553,20.969100130080562,25.289167002776548,17.16003343634799,16.532125137753436,25.622928644564745,17.24275869600789,15.314789170422552,26.127838567197355,15.68201724066995,14.14973347970818,25.4282542695918,13.979400086720377,16.127838567197355,25.58708570533166,14.62397997898956,18.633228601204557,26.127838567197355,16.989700043360187,20.827853703164504,27.958800173440753,18.633228601204557,23.117538610557542,29.86771734266245,19.030899869919434,24.16640507338281,30.056094453602803,18.692317197309762,24.424797690644485,29.60946195733832,18.129133566428553,24.29752280002408,29.29418925714293,18.325089127062363,24.232458739368077,28.29946695941636,19.138138523837167,23.180633349627616,26.665179805548807,19.138138523837167,20.644579892269185,23.69215857410143,16.020599913279625
14.62397997898956,24.62397997898956,21.13943352306837,12.30448921378274,27.958800173440753,23.443922736851107,9.030899869919436,29.12753303671323,24.593924877592308,12.30448921378274,28.721562727482926,24.29752280002408,18.129133566428553,28.898617212581886,24.377505628203878,22.671717284030137,29.079485216122723,23.26335860928751,23.521825181113627,28.305886686851444,22.30448921378274,23.673559210260187,27.61927838420529,20.969100130080562,22.87801729930226,25.514499979728754,18.573324964312683,21.613680022349747,23.873898263387293,17.634279935629372,21.367205671564065,22.87801729930226,15.563025007672874,22.14843848047698,22.380461031287954,15.314789170422552,23.521825181113627,21.958996524092335,13.979400086720377,23.384564936046047,22.14843848047698,13.979400086720377,23.654879848908998,23.117538610557542,14.62397997898956,21.84691430817599,23.59835482339888,16.127838567197355,20.043213737826427,24.857214264815802,16.532125137753436,17.16003343634799,25.670263661590603,16.989700043360187,14.62397997898956,26.127838567197355,16.020599913279625,14.62397997898956,26.063813651106052,13.979400086720377,17.634279935629372,26.283889300503116,15.68201724066995,19.084850188786497,27.363965022766426,17.634279935629372,21.64352855784437,28.87617300335736,19.294189257142925,23.443922736851107,30.178677189635053,20.0,23.979400086720375,29.661417327390325,18.325089127062363,24.14973347970818,28.965262174895553,16.989700043360187,23.443922736851107,27.60422483423212,17.634279935629372,23.117538610557542,26.9284691927723,18.129133566428553,21.613680022349747,24.74216264076255,16.989700043360187,19.138138523837167,21.13943352306837,15.051499783199061
14.14973347970818,25.118833609788744,21.367205671564065,10.0,27.85329835010767,23.891660843645326,6.989700043360188,28.14913181275074,23.654879848908998,12.552725051033061,27.85329835010767,23.384564936046047,18.692317197309762,27.902851640332415,23.180633349627616,22.04119982655925,28.115750058705935,22.576785748691847,23.26335860928751,27.67897616018091,21.13943352306837,23.443922736851107,27.81755374652469,20.644579892269185,22.85557309007774,26.19093330626743,19.084850188786497,23.010299956639813,25.68201724066995,18.633228601204557,22.278867046136735,24.14973347970818,17.853298350107668,23.521825181113627,23.673559210260187,17.24275869600789,25.118833609788744,24.099331233312945,16.020599913279625,25.276299008713387,23.654879848908998,16.127838567197355,25.670263661590603,24.593924877592308,16.989700043360187,23.05351369446624,24.653828514484182,17.24275869600789,20.969100130080562,25.575072019056577,17.16003343634799,16.989700043360187,26.127838567197355,17.16003343634799,13.979400086720377,25.670263661590603,15.68201724066995,14.14973347970818,25.31478917042255,12.30448921378274,15.314789170422552,25.563025007672874,13.979400086720377,18.692317197309762,26.45422269349092,17.24275869600789,21.367205671564065,28.2865989653532,18.129133566428553,23.59835482339888,30.043213737826427,19.138138523837167,24.099331233312945,29.934362304976116,18.633228601204557,24.74216264076255,30.0,18.573324964312683,23.979400086720375,28.633228601204557,18.129133566428553,24.14973347970818,28.129133566428557,19.54242509439325,23.873898263387293,26.702458530741243,19.138138523837167,20.0,22.85557309007774,15.563025007672874
13.979400086720377,25.276299008713387,21.367205671564065,10.0,28.43855422623161,24.16640507338281,6.020599913279624,29.036325160842374,24.377505628203878,13.979400086720377,28.280150642239768,23.654879848908998,19.49390006644913,28.432327780980096,23.673559210260187,22.671717284030137,28.58537197569639,22.576785748691847,23.69215857410143,28.129133566428557,21.613680022349747,23.979400086720375,27.97959643737196,20.644579892269185,23.384564936046047,26.5991620006985,20.043213737826427,22.576785748691847,25.68201724066995,19.030899869919434,23.117538610557542,24.60897842756548,18.573324964312683,24.082399653118497,24.424797690644485,16.989700043360187,25.563025007672874,24.099331233312945,16.532125137753436,25.899496013257078,24.653828514484182,17.853298350107668,25.670263661590603,24.62397997898956,18.129133566428553,23.443922736851107,25.118833609788744,18.325089127062363,20.969100130080562,25.575072019056577,17.853298350107668,18.129133566428553,26.127838567197355,18.129133566428553,15.051499783199061,25.95496221825574,15.68201724066995,14.14973347970818,25.622928644564745,12.30448921378274,16.127838567197355,25.865873046717546,15.314789170422552,19.49390006644913,26.483600109809316,16.989700043360187,21.64352855784437,28.524799936368566,19.138138523837167,23.59835482339888,30.15778756389041,19.294189257142925,24.668676203541096,30.44539760392411,19.030899869919434,24.84299839346786,30.15778756389041,18.573324964312683,24.653828514484182,29.268567089496923,19.49390006644913,25.118833609788744,28.597385661971472,19.54242509439325,24.593924877592308,27.3559889969818,20.043213737826427,21.13943352306837,23.384564936046047,16.989700043360187
13.979400086720377,24.14973347970818,20.170333392987803,11.139433523068368,26.989700043360187,22.671717284030137,6.989700043360188,28.898617212581886,24.345689040341988,12.552725051033061,28.14913181275074,23.654879848908998,18.633228601204557,28.87617300335736,24.377505628203878,21.84691430817599,28.382192219076256,23.05351369446624,22.50420002308894,27.39572344450092,21.613680022349747,22.30448921378274,26.020599913279625,19.49390006644913,22.04119982655925,25.118833609788744,18.129133566428553,20.681858617461618,22.944662261615928,16.020599913279625,21.13943352306837,23.26335860928751,16.127838567197355,21.64352855784437,21.73186268412274,15.314789170422552,23.117538610557542,22.14843848047698,14.14973347970818,23.59835482339888,22.671717284030137,14.62397997898956,22.944662261615928,22.30448921378274,15.051499783199061,22.278867046136735,23.654879848908998,16.127838567197355,19.294189257142925,23.873898263387293,16.020599913279625,16.127838567197355,25.118833609788744,15.68201724066995,14.62397997898956,25.563025007672874,14.62397997898956,14.62397997898956,25.118833609788744,12.552725051033061,16.532125137753436,25.865873046717546,15.68201724066995,19.084850188786497,26.283889300503116,16.532125137753436,21.13943352306837,28.169038393756605,18.129133566428553,22.278867046136735,28.94869656745253,18.692317197309762,23.521825181113627,28.998205024270966,17.853298350107668,22.576785748691847,27.520484478194387,16.989700043360187,23.010299956639813,27.664128471123995,18.129133566428553,22.576785748691847,25.888317255942074,18.129133566428553,21.73186268412274,25.05149978319906,16.989700043360187,18.129133566428553,21.367205671564065,14.62397997898956
